FILM SECTION,TITLE ENGLISH,TITLE ORIGINAL,COUNTRY,PRODUCTION YEAR,LANGUAGE,RUNTIME,COLOR,DIRECTOR,DIRECTOR BIO,PRODUCER,SCREENPLAY,DOP,EDITOR,CAST,LONG SYNOPSIS ENGLISH,PREMIERE,AWARDS,FESTIVAL HISTORY,LINK TRAILER,TAGS,SALES,Drive Link to Director Image,Drive Link to Film Stills,Drive Link to Poster ( If Applicable ),Drive Link to Press Kit,Instagram,Twitter,Facebook,Award Year
BFI@IFFI,Bring Them Down,,"Ireland, United Kingdom",2024,"English, Irish",106',Colour,Christopher Andrews,"Christopher Andrews is a UK-based writer-director. He’s directed the short films Fire (2015) and Stalker (2018), and has written scripts for the upcoming films Cavendish and an adaptation of the Booker-winner Frankenstein in Baghdad.","Ivana MacKinnon, Jacob Swan Hyam, Ruth Treacy, Julianne Forde, Jean-Yves Roubin, Cassandre Warnauts","Christopher Andrews, Jonathan Hourigan",Nick Cooke,George Cragg,"Christopher Abbott, Barry Keoghan, Colm Meaney, Nora-Jane Noone, Paul Ready, Aaron Heffernan","Michael, the last son of a shepherding family, lives with his ailing father, Ray. When a conflict with rival farmer Gary and his son Jack escalates, a devastating chain of events leaves both families permanently altered.",Asia Premiere,,"Toronto International Film Festival 2024, BFI London Film Festival 2024",,"Thriller, De/Gendered",Charades,Christopher Andrews - Headshot.jpg,Bring Them Down,Bring-Them-Down poster.jpg,BRING THEM DOWN CREDITS .pdf,,,,2024
BFI@IFFI,The Draughtsman’s Contract,,United Kingdom,1982,English,107',Colour,Peter Greenaway,"Peter Greenaway is a British film director, editor, screenwriter and a visual artist. He has produced a wealth of short and feature-length films, but also paintings, novels and other books. A trained painter, he has held several one-man shows and curated exhibitions at museums world-wide. His films are characterised by a an overpowering visual aspect and his recurring interest in Renaissance, Baroque and Flemish art. Most notable among them: The Cook, the Thief, His Wife & Her Lover (1989), A Zed & Two Noughts (1985), The Draughtsman's Contract (1982), and Rembrandt's J'Accuse (2008),",David Payne,Peter Greenaway,Curtis Clark,John Wilson,"Anthony Higgins, Janet Suzman, Anne Louise Lambert","Set in rural Wiltshire in 1694, Greenaway’s breakthrough feature has an arrogant young artist insisting on payment in sexual favours when a woman commissions him to paint a series of pictures of her family’s house and grounds. But things are not as they may seem… Acerbic dialogue, flamboyant costumes, crisp compositions and, above all, Michael Nyman’s Purcell-based score make for intriguingly intelligent entertainment.",,,"Venice Film Festival 1982, Chicago International Film Festival 1982",New trailer for The Draughtsman's Contract - in cinemas from 11 November 2022 | BFI,"Historical, Thriller, Comedy",BFI,The Draughtsman’s Contract,The Draughtsman’s Contract,,,https://x.com/Greenaway_Peter,https://www.facebook.com/PeterGreenawayPage/,,2024
BFI@IFFI,Sky Peals,,United Kingdom,2023,English,91',Colour,Moin Hussain,"Moin is a London based writer and director. His short films have screened in competition at festivals around the world, including Cannes Semaine De La Critique, Sitges, BFI London Film Festival and Edinburgh International Film Festival. He has been named as one of Screen International’s ‘Stars of Tomorrow’. Sky Peals is his debut feature.",Michelle Stein,Moin Hussain,Nick Cooke,Nse Asquo,"Faraz Ayub, Natalie Gavin, Claire Rushbrook, Simon Nagra, Steve Oram, Jeff Mirza, Bill Fellows","Adam works nightshifts at a motorway service station and lives a small and lonely life. Upon hearing that his estranged father has died, he finds himself in search of answers. Piecing together a complicated image of a man he never knew, Adam starts to become convinced he descends from an alien race.",Asia Premiere,,"Venice Film Festival 2023, London Film Festival 2023",Sky Peals | Official Trailer | Film4,Technology,Bank Side Films,Sky Peals,Sky Peals,,,,,,2024
Restored Classics,Bobo,The Bogeyman,Armenia,1991,Armenian,67',Colour,"Narine Mkrtchyan, Arsen Azatian","Narine Mkrtchyan was born in 1960 in Yerevan, USSR [now Armenia]. She is a director and writer known for Bobo (1991), Radio Yerevan (1992), and Anarak vordu veradardz (2008). Arsen Azatian is an Armenian filmmaker, best known for films like Radio Yerevan (1993), The Return of The Prodigal Son (2008), and The Glass Trinket (2012).","Narine Mkrtchyan, Arsen Azatyan","Narine Mkrtchyan, Arsen Azatyan",Albert Yavuryan,"Narine Mkrtchyan, Arsen Azatyan","Sergey Parajanov, Albert Yavuryan, Nariné Mkrtchyan, Arsen Azatyan, Alena Varjapetyan","Bobo is dedicated to the renowned Armenian filmmaker Sergei Parajanov, to the unfolding memory of a man who was variously referred to as a genius, a mime, a tradesman, and a saint. Chronicling Parajanov's final days, the film altogether breaks away from film genres and logical plot points, and instead becomes a psychoanalysis of the nether-world essence of the great master, a search for other dimensions about which we dare not even sometimes speculate.",World Premiere,,Berlin International Film Festival 1992,,Hybrids,Aysor Plus Films,"Arsen Azatyan.jpg
NARINE MKRTCHYAN.jpg",BOBO,POSTER Small.pdf,BOBO (Excerpt).mov,,,,2024
Restored Classics,Four Nights of a Dreamer,Quatre Nuits D’un Rêveur,France,1971,French,83',Colour,Robert Bresson,"Robert Bresson is one of the most revered and pivotal of French filmmakers. His films are infused with spiritual themes, often attempting to examine issues of redemption and salvation, and how the individual’s place in the broader society may affect the possibility of achieving either state. While his films are undeniably serious and frequently challenging, Bresson’s oeuvre is undeniably one of the most sublime in cinema history.",Gian Vittorio Baldi,Robert Bresson,Pierre Lhomme,Raymond Lamy,"Isabelle Weingarten, Guillaume des Forêts, Jean-Maurice Monnoyer, Lidia Biondi","Perhaps Robert Bresson’s most underrated film, Four Nights of a Dreamer finds the ascetic master again adapting Fyodor Dostoevsky, here transposing the short story “White Nights” to contemporary Paris. Four Nights of a Dreamer captures a series of meetings across consecutive nights between Jacques and Marthe. Surrounded by the still-smoldering remains of May ’68, the two open their hearts to each other, conjuring the majesty and mystery of human connection, at once obscure and clarifying, direct and ambiguous.",India Premiere,,"Berlin International Film Festival 1971, Cannes Film Festival 2024",https://www.youtube.com/watch?v=Drppr8bmjuY,Festival Hits,mk2 Films,bresson003.jpg,Four Nights Of A Dreamer,QUATRE NUITS-AFF-CANNES US.jpg,FOUR NIGHTS OF A DREAMER_Press Notes_Cannes Classics.pdf,,,,2024
Restored Classics,Moving,Ohikkoshi,Japan,1993,Japanese,125',Colour,Shinji Sōmai,"Widely lauded in his native Japan, director Shinji Somai remains largely unrecognized in the West. A pioneering filmmaker during what is sometimes referred to as the “lost decade” of Japanese cinema, Somai came to prominence during the 1980s, and directed some of the era’s most original and enduring works.",Hirohisa Mukuju,"Satoko Okudera, Satoshi Okonogi",Toyomichi Kurita,Yoshiyuki Okuhara,"Kiichi Nakai, Junko Sakurada, Tomoko Tabata, Tsurube Shofukutei","Based on a novel of the same name by Hiko Tanaka, Moving centres on precocious fifth grader, Renko (deftly played by Tomoko Tabata in her first role), who is grappling with the separation of her parents. Faced with the possibility of never seeing her father again and being subjected to a future she did not design, Renko becomes an irrepressible force, stopping at nothing to bring her parents back together. Uniquely situated from the perspective of a child, the film thrums with an intensity that builds to a transcendent third act and expands Somai’s prized oeuvre of films detailing rebellious youth",India Premiere,,"Cannes Film Festival 1993, Toronto International Film Festival 2024",Moving - 4K Restoration - Official Trailer - YouTube,"Coming of Age, Fest",mk2 Films,shinji somai.jpeg,Moving4K_Still_06 (c) YTV.tif,ohikkoshi_A4_1009_EN_ol.jpgg,,,,,2024
Restored Classics,Pusher,,Denmark,1996,Danish,105',Colour,Nicolas Winding Refn,"At the age of 24, Nicolas Winding Refn wrote and directed the extremely violent and uncompromising Pusher (1996), which soon became a cult hit. His subsequent films include Bleeder (1999), Pusher II (2004) and Pusher III (2005), and Valhalla Rising (2009) the latter of which led the world media to define NWR’s filmic style as “Refn-esk.”",Henrik Danstrup,"Nicolas Winding Refn, Jens Dahl",Morten Søborg,Anne Østerud,"Kim Bodnia, Mads Mikkelsen, Zlatko Buric","Frank, a small-time drug dealer, faces the worst week of his life when a heroin deal turns sour, leaving him indebted to Balkan drug baron, Milo. As the week progresses, Frank struggles to repay the money amidst mounting pressure from the merciless drug lord. His rising desperation spirals out of control when nothing goes as planned, forcing Frank to confront the dire consequences of his own self-inflicted plight.",India Premiere,,"Cannes Film Festival 1993, Venice International Film Festival 2024",PUSHER 1996 trailer - YouTube,"Festival Hits, Thriller",TrustNordisk,Pusher,Pusher,,,,,,2024
Restored Classics,The Friends,Natsu No Niwa,Japan,1994,Japanese,113',Colour,Shinji Sōmai,"Widely lauded in his native Japan, director Shinji Somai remains largely unrecognized in the West. A pioneering filmmaker during what is sometimes referred to as the “lost decade” of Japanese cinema, Somai came to prominence during the 1980s, and directed some of the era’s most original and enduring works.","Etsuhiro Katô, Hiroyuki Fujikado",Yozo Tanaka,Noboru Shinoda,Yoshiyuki Okuhara,"Rentarô Mikuni, Chikage Awashima, Akira Emoto","During the summer holidays, three young adventurous schoolboys have fun spying on an eccentric old man who lives alone in a secluded house. Gradually, they get closer and discover an extraordinary man. From the acclaimed director of Moving and Typhoon Club comes an enchanting and heartwarming coming-of-age tale.",India Premiere,,Hong Kong International Film Festival 2024,The Friends (1994; Shinji Sōmai) - YouTube,"Festival Hits, Coming of Age",mk2 Films,shinji somai.jpeg,THE FRIENDS © 1994-2024 YTV © 1992 Kazumi Yumoto-Shinchosha.tif,,THE FRIENDS_Press Notes.pdf,,,,2024
Restored Classics,Kaliya Mardan,,India,1919,Silent,47',B&W,D. G. Phalke,"Dadasaheb Phalke was an Indian producer, director, and screenwriter, popularly known as the Father of Indian cinema. His debut film, Raja Harishchandra, was the first Indian movie released in 1913, and is now known as India's first full-length feature film. He made 94 feature-length films and 27 short films in his career. Some of his most noted works include: Mohini Bhasmasur (1913), Satyavan Savitri (1914), Lanka Dahan (1917), Shri Krishna Janma (1918) and Kaliya Mardan (1919).",Hindustan Cinema Film Company,D. G. Phalke,D. G. Phalke,D. G. Phalke,"Neelkanth, Mandakini Phalke","Featuring adventurous and comic episodes from the life of Krishna, played by Mandakini Phalke, the film features the famed special effects skills of the pioneering figure, Dadasaheb Phalke. The screening of the surviving fragments of the film will be accompanied by live music by the ensemble, Borno Anonyo.",,,,,,,phalke.jpeg,kaliya.jpg,,,,,,2024
Restored Classics,Awaara,,India,1951,Hindi,193',B&W,Raj Kapoor,"Raj Kapoor was an Indian actor, film director and producer, who worked in Hindi cinema. He is considered one of the greatest and most influential actors and filmmakers in the history of Indian cinema, and has been referred to as the Charlie Chaplin of Indian Cinema. His performance in Awaara was ranked as one of the ""Top-Ten Greatest Performances of All Time in World Cinema"" by Time magazine in 2005.",Raj Kapoor,K.A. Abbas,Radhu Karmakar,G.G. Mayekar,"Raj Kappor, Nargis, Prithviraj Kapoor, Leela Chitnis","To celebrate the birth centenary of one of the most important figures of Indian cinema, Raj Kapoor, we showcase the sprawling modern epic of Awara, in which the archetypal figure of Raj (Kapoor) explores questions about wealth, power and destiny.",,,,,,,raj kapoor.jpeg,awara.jpeg,,,,,,2024
Restored Classics,Hum Dono,,India,1961,Hindi,150',B&W,Amarjeet,"Actor, producer, and film director, Amarjeet is known for producing films like Teen Devian (1965), Duniya (1968), Prem Shastra (1974) and Rocky (1981), as well as directing films like Gambler (1971), Teen Devian (1965), and Hum Dono (1961). He is famous for his multiple collaborations with the actor Dev Anand.",Dev Anand,Vijay Anand,V. Ratra,Dharamvir,"Dev Anand, Nanda, Sadhana","Set against the backdrop of the second World War, the film features Dev Anand in a double role as a soldier who takes on the identity of a fellow army mate. Featuring a soundtrack by Jiadev, the film is being screened to honour the birth centenary of one of the most important voices of Indian cinema, Mohammed Rafi.",,,,,,,,hum.jpg,,,,,,2024
Restored Classics,Harmonium,,India,1975,Bengali,112',B&W,Tapan Sinha,"Tapan Sinha was one of the prominent members of the Parallel Cinema Movement, forming a legendary quartet with Satyajit Ray, Ritwik Ghatak and Mrinal Sen. He was primarily a Bengali filmmaker who worked both in Hindi cinema and Bengali cinema, directing films like Kabuliwala (1957), Louha-Kapat, Sagina Mahato (1970), Apanjan (1968), Kshudhita Pashan and children's films like Safed Haathi (1978) and Aaj Ka Robinhood.","Pratap Agarwal, R.A. Jalan",Tapan Sinha,Bimal Mukherjee,Subodh Roy,"Arundhati Devi, Anil Chatterjee, Kali Bannerjee,","A harmonium becomes the cause of mishap and tragedy as it changes hands from its original owner, a down-and-out princess (Arundhati Devi). The film is being showcased to mark the centenary celebrations of the filmmaker extraordinaire, Tapan Sinha, who also composed the music of the film.",,,,,,,tapan.jpeg,tapan-sinha-harmonium-800x445.jpg,,,,,,2024
Restored Classics,Devadasu,,India,1953,Telugu,131',B&W,Vedantam Raghavaiah,"Vedantam Raghavayya was an Indian film director, dance choreographer, and actor known for his work in Telugu and Tamil cinema. He went on to direct many notable films, including Devadasu (1953), Annadata (1954), Anarkali (1955), Prema Pasam (1956), Bhale Ramudu (1956), Chiranjeevulu (1956), Suvarna Sundari (1957), and Rahasyam (1967). An accomplished Kuchipudi dancer, he was honoured with the title ""Bharata Kala Prapurna"" by the Andhra Pradesh government in recognition of his expertise.",D. L. Narayana,Samudrala Raghavacharya,B.S. Ranga,P.V. Narayana,"Akkineni Nageswara Rao, Savitri, Lalitha","In this adaptation of the Bengali classic, Akkineni Nageswara Rao takes on the role of the doomed hero Devdas accompanied by Savitri and Lalitha as Paro and Chandramukhi. The film marks the centenary celebrations of the matinee idol ANR, whose influence on Indian cinema resounds to the day.",,,,,,,vedantam.jpeg,devadas.jpg,,,,,,2024
Restored Classics,Seemabaddha,,India,1971,Bengali,112',B&W,Satyajit Ray,"Satyajit Ray was an Indian film director, screenwriter, author, lyricist, magazine editor, illustrator, calligrapher, and composer. Ray is widely considered one of the greatest and most influential film directors in the history of cinema. Ray received many major awards in his career, including a record thirty-seven Indian National Film Awards, a Golden Lion, a Golden Bear, two Silver Bears, many additional awards at international film festivals and ceremonies, and an Academy Honorary Award in 1992.",Jung Bahadur Rana,Satyajit Ray (based on a novel by Sankar),Soumendu Roy,Dulal Dutta,"Barun Chanda, Harindranath Chattopadhyay, Sharmila Tagore, Paromita Chowdhury","By exploring the dizzying success of an ambitious sales manager (Barun Chanda) and his interactions with his principled sister-in-law (Sharmila Tagore), Ray's film, part of his Calcutta trilogy, presents a strong indictment of corporate ruthlessness.",,,,,,,ray.jpeg,seema.jpg,,,,,,2024
Restored Classics,Saat Hindustani,,India,1969,Hindi,144',B&W,K.A. Abbas,"Khwaja Ahmad Abbas was an Indian film director, screenwriter, novelist, and journalist in Urdu, Hindi and English. As a director and screenwriter, he is considered one of the pioneers of Indian neo-realist cinema. Internationally, his films have won the Palme d'Or (Golden Palm Grand Prize) at Cannes Film Festival and the Crystal Globe at Karlovy Vary International Film Festival.",K.A. Abbas,K.A. Abbas,Ramchandra,Mohan Rathod,"Madhavan Nair, Utpal Dutt, Jalal Agha, Anwar Ali, Amitabh Bachchan, Shehnaz","In this rousing account, a dying woman (Shahnaz) assembles a group of individuals from different communities and parts of the country to raise resistance against the Portuguese rule of Goa. The film featured Madhu, Utpal Dutt, Amitabh Bachchan, Jalal Agha, Anwar Ali and Madhukar in the roles of the brave ensemble.",,,,,,,abbas.jpg,sat-hindustani_1636278164.jpg,,,,,,2024
Country Focus: Australia,Addition,,Australia,2024,English,91',Colour,Marcelle Lunam,"An award-winning and multi-disciplinary Kiwi-Australian director-designer, Marcelle Lunam is listed among the Australian Masters of Motion. Her awards include; Best Film, Byron Bay International Film Festival; Rolling Stone Critic’s Choice Best Director; and a nomination for Australia’s 100 Spirited Women in New Woman Magazine. She has also taught film, animation, design, interactive media, high-end production and emerging tech at AIT, Sydney.","Bruna Papandrea, Steve Hutensky, Jodi Matterson, Cristina Pozzan","Becca Johnstone, Toni Jordan (author, Addition)",Gin Loane,"Deb Peart, Scott Gray","Teresa Palmer, Joe Dempsie, Eamon Farren, Adrienne Pickering, Sarah Peirse, Lou Baxter, Zahra Newman","Grace Lisa Vandenburg counts everything because numbers hold
her world together, but when a chance encounter with Seamus turns her
world upside down, Grace’s meticulously ordered life starts to unravel.",India Premiere,,Toronto International Film Festival 2024,Addition (2024) - IMDb,Films by women,Screen Australia,Addition,Addition,,ADDITION_Press Kit.pdf,https://www.screenaustralia.gov.au/about-us/doing-business-with-us/credits-and-logo-use,,,2024
Country Focus: Australia,Force of Nature: The Dry 2,,Australia,2024,English,120',Colour,Robert Connolly,"Robert Connolly is one of Australia’s most acclaimed and best-known filmmakers with an international career spanning 30 years. He directed and produced Paper Planes (2014), The Dry (2020), Blueback (2022), among others, and has received numerous accolades. He was also one of the directors for the Emmy-nominated The Slap (2011) and recently completed Deep State (2019) for Fox Network Group. In 2001, he received a Centenary Medal for services to the Australian Film Industry.","Bruna Papandrea, Steve Hutensky, Jodi Matterson, Eric Bana, Robert Connolly",Robert Connolly,Andrew Commis,"Alexandre De Franceschi, Maria Papoutsis","Eric Bana, Jacqueline McKenzie, Anna Torv, Deborra-lee Furness, Robin McLeavy, Sisi Stringer, Lucy Ansell, Jeremy Lindsay-Taylor, Richard Roxburgh, Tony Briggs, Kenneth Radley","Five women head out into a remote wilderness on an executive retreat. Several days later, only four return. Federal Police Agent Aaron Falk has a keen interest in the whereabouts of the missing hiker. As he desperately searches for the missing woman and the truth about what happened out there, fragmented memories from his childhood in the same remote landscape fight their way to the surface.",India Premiere,,,Force of Nature: The Dry 2 - Official Trailer | IMDb,Thriller,Screen Australia,ROBERT CONNOLLY.jpeg,Force of Nature 2,,,,,,2024
Country Focus: Australia,In Vitro,,Australia,2024,English,90',Colour,"Tom McKeith, William Howarth","Independent filmmakers in their own right, Will Howarth and Tom McKeith have a longstanding partnership which began in highschool. Their feature debut Beast, premiered at the Toronto International Film Festival in 2015. In Vitro is their second film together.","Lisa Shaunessy, Bec Janek, William Howarth, Rachael Fung","Tom McKeith, William Howarth, Talia Zucker",Shelley Farthing-Dawe,"Luca Cappelli, Paul Murphy","Talia Zucker, Ashley Zukerman, Will Howarth","Layla and her husband Jack live on an isolated cattle property hundreds of miles from the nearest neighbour. With their son away at boarding school, Jack spends his days tending to the livestock and experimenting with new biotechnology, Layla pines for her son and the life she once had. But one night, everything changes, when a storm knocks out power to the property and they soon discover that something unknown has been released onto the farm.",India Premiere,,"Sydney Film Festival 2024, Melbourne International Film Festival 2024",In Vitro - Official Trailer - YouTube,Technology,Screen Australia,"will howarth.jpg
Tom McKeith.jpeg",In Vitro,,IN VITRO - Production Notes (E.10) V2.pdf,,,,2024
Country Focus: Australia,Runt,,Australia,2024,English,91',Colour,John Sheedy,"John Sheedy is a multi-award-winning film, television and theatre director, writer, and producer. His select works includes: the short Mrs McCutcheon (2017, Best Director, Australian Directors Guild Awards), the feature H Is For Happiness (2019, Special Jury Prize, Berlinale), and the series In Our Blood (2023, Nominee, Best Mini-Series, Best Actor, AACTA Awards). He has held the postion of Artistic Director at Barking Gecko Theatre Company, Australia's locally cherished company which produces plays for children and their families.","Jamie Hilton, Jessy Rolleston Palmer",Craig Silvey,Brad Shield,"Marcus D'Arcy,
Simon Njoo","Jai Courtney, Lily LaTorre, Deborah Mailman, Jack Thompson, Genevieve Lemon, Celeste Barber, Jack La Torre, Matt Day, Tom Budge","A heartfelt and hilarious tale of eleven-year-old Annie Shearer and her best friend Runt, an adopted stray dog with remarkable abilities. In a bid to save their family farm, the two aspire to compete at the prestigious Krumpets Dog Show in London, whilst overcoming hurdles, obstacles and nefarious villains.",India Premiere,,Melbourne International Film Festival 2024,TRAILER - Runt (2024),Coming of Age,Screen Australia,john .jpg,Runt,,https://drive.google.com/file/d/1T2XPAw7QSHm7MmtcLLbm0-UTaxSUQ2s2/view?usp=drive_link,,,,2024
Country Focus: Australia,The Moogai,,Australia,2023,English,90',Colour,Jon Bell,"Jon Bell is one of the most experienced Indigenous Screenwriters in Australia. His feature horror-film, The Moogai is his first feature. His television credits include Cleverman (2017, Best Drama, Screen Producers Australia Award; Nominee, Best Television Series, AACTA); Ready For This (2015, Nominee, International Emmy Kids Award; Best Children’s Television Series, AACTA).","Samantha Jennings, Mitchell Stanley, Kristina Ceyton",Jon Bell,Sean Ryan,Simon Njoo,"Shari Sebbens, Meyne Wyatt, Clarence Ryan, Jahdeana Mary, Bella Heathcote, Toby Leonard Moore",A young mother is terrorised by an evil spirit intent on taking her children and must protect them at any cost.,India Premiere,"Audience Award, Sydney Film Festival 2024",Sundance Film Festival 2024,The Moogai (2024) - IMDb,Horror,Screen Australia,Jon-Bell.jpg,The Moogai,,,,,,2024
Country Focus: Australia,The Rooster,,Australia,2023,English,101',Colour,Mark Leonard Winter,"Mark Leonard Winter is an Australian actor, writer and filmmaker gaining recognition for his performances in film, television and on stage. The Rooster is his first feature film.","Geraldine Hakewill, MahVeen Shahraki",Mark Leonard Winter,Craig Barden,Cameron Ford,"Phoenix Raei, Hugo Weaving Ao","When the body of his oldest friend is found buried in a shallow grave, Dan, a small-town cop, seeks answers from a volatile hermit who may have been the last person to see his friend alive.",India Premiere,"Best Direction - Debut Feature, Australian Director's Guild 2023","Melbourne International Film Festival 2023, SXSW Sydney Film Festival 2023,
Santa Barbara International Film Festival 2024",TRAILER - The Rooster (2023),Thriller,Screen Australia,mark headshot.jpeg,Film Stills.jpg,,!The Rooster Press Kit 111024-compressed.pdf,,,,2024
Country Focus: Australia,The Speedway Murders,,Australia,2024,English,101',Colour,"Adam Kamien, Luke Rynderman","Adam Kamien is an Australian actor, director and writer. 
Luke Rynderman is an Australian screenwriter and director, with a passion for storytelling based in true events. This is the director-duo's first project.","Bonnie Mcbride, Anna Vincent, Louise Nathanson, Lisa Scott","Adam Kamien, Luke Rynderman",Maxx Corkindale,Sean Lahiff,"Davida McKenzie, Nya Cofie, Essie Randles, Jo Cumpston",A true-crime docu-drama based on the unsolved murders that claimed the lives of four teens working in a burger restaurant in 1978.,India Premiere,,Adelaide Film Festival 2023,The Speedway Murders (2023) - IMDb,"Documentary, Thriller",Screen Australia,"adam 2.jpeg

luke.jpg",Speedway Murders,,,,,,2024
Accolades,All We Imagine As Light,,"France, India, Netherlands, Luxembourg",2024,"Malayalam, Hindi, Marathi",115',Colour,Payal Kapadia,"Payal Kapadia is a Mumbai based filmmaker. She studied Film Direction at the Film & Television Institute of India. Her short films Afternoon Clouds (2017) and And What Is The Summer Saying (2018) premiered respectively at the Cinéfondation and the Berlinale. Her first feature film A Night of Knowing Nothing (2021) premiered at Cannes, Director’s Fortnight, where it won the Golden Eye for Best Documentary. Her Filmograohy includes - All We Imagine As Light, Cannes Official Competition 2024; A Night of Knowing Nothing (2021) Cannes Director’s Fortnight, Oeil d’Or for Best Documentary; and And What Is The Summer Saying (short, documentary) (2018).","Thomas Hakim, Julien Graff",Payal Kapadia,Ranabir Das,Clément Pinteaux,"Kani Kusruti, Divya Prabha, Chhaya Kadam, Hridhu Haroon, Azees Nedumangad","In Mumbai, Nurse Prabha’s routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.",,"Grand Prix, Cannes Film Festival 2024 | RTVE Another Look Award, San Sebastián International Film Festival 2024","Cannes Film Festival 2024, Toronto International Film Festival 2024, San Sebastián International Film Festival 2024",ALL WE IMAGINE AS LIGHT by Payal Kapadia - Official trailer,"Films by Women, Festival Hits, De/Gendered, LGBTQIA+",Spirit Media,Payal Kapadia.jpg,https://youtu.be/WTHmvfqvOXE?si=GePEEYWQCL_lAzvd,All We Imagine As Light.pdf,All We Imagine As Light.pdf,,,,2024
Accolades,The Room Next Door,,Spain,2024,English,107',Colour,Pedro Almodóvar,"Pedro Almodóvar is an acclaimed filmmaker, screenwriter and author, and one of the most celebrated Spanish filmmakers internationally. His many directorial credits include the Festival selections Women on the Verge of a Nervous Breakdown (1988), Talk to Her (2002), Bad Education (2004), Volver (2006), Broken Embraces (2009), Julieta (2016), and Pain and Glory (2019). His many accolades include Academy Awards, BAFTA Awards, Emmy Awards, and Golden Globes. He is also the receipient of the French Legion of Honour (1997), and the Golden Lion for Lifetime Achievement (2019). The Room Next Door (2024) is his latest film, and his first English language film.","Agustin Almodóvar, Esther García",PEDRO ALMODÓVAR,EDUARD GRAU,Teresa Font,"Tilda Swinton, Julianne Moore, John Turturro, Alessandro Nivola, Juan Diego Botto, Raúl Arévalo, Victoria Luengo, Alex Hogh Andersen, Esther McGregor, Alvise Rigo, Melina Matthews","Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter. Eventually, they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",,"Golden Lion (Best Film), Brian Award, Venice Film Festival 2024","Venice Film Festival 2024. Toronto International Film Festival 2024, San Sebastián International Film Festival 2024, BFI London Film Festival 2024",The Room Next Door | Official Trailer | In cinemas 2024,"LGBTQIA+, Festival Hits, De/Gendered",Sony Pictures India,https://drive.google.com/file/d/1IUQm3vFYh9ZvgqC-2Rd4TkK1-_wMTKko/view?usp=drive_link,https://www.imdb.com/title/tt29439114/,https://www.imdb.com/title/tt29439114/,,https://www.instagram.com/theroomnextdoormovie/,,,2024
From The Consulates,Jíkuri:Journey to the Land of the Tarahumara,Jíkuri:Journey to the Land of the Tarahumara,"México, USA, France",2023,"Spanish, Rarámuri, French",95',Colour,Federico Cecchetti,"Federico Cecchetti is originally from Mexico City. He graduated from the University Center for Cinematographic Studies (CUEC) at UNAM. He also studied at the Centro Sperimentale di Cinematografia in Rome, Italy. To date, he has directed eight short films, including El maléfico Dr. Machete (2005), Raíces (2007), and Transhumantes (2009), for which he received an Ariel Award nomination in the category of Best Fiction Short Film. His first feature film is the aforementioned El sueño de Mara’akame, which won the Eye Award for Best First or Second Mexican Feature Film at the Morelia International Film Festival (FICM).","Edher Campos, Jana Díaz Juhl, Pau Brunet, Alejandro Mares","Federico Cecchetti, Pierre Saint-Martin",Ivan Hernandez,,"Olivier Rabourdin, Sylvie Testud, François Négret",,,,,,,,https://drive.google.com/file/d/1ylwkSlssRblCLhcCD0Vm7TxrMDoeF5Ln/view?usp=drive_link,https://drive.google.com/drive/folders/133FJA1P2LJI6g_SwStWjh9QQL2ROVLMK?usp=drive_link,,,,,,2024
From The Consulates,So Close to the Clouds,Tan cerca de las nubes,Mexico,2023,,95',"Colour, B&W",Manuel Cañibe,"Manuel Cañibe is a Mexican graphic designer known for his bold style, influenced by the aesthetics of the past. His passion for color is one of his primary tools of expression. Manuel and his brother Christian are the founders of the visual studio ÉRAMOS TANTOS.","Aida A. Bautista, Laura Berron,Christian Cañibe,Manuel Cañibe",Manuel Cañibe,Jessica Villamil,,"Elvira Aracen, Irma Chávez, Martha Coronado",,,,,,Documentary,,https://drive.google.com/file/d/1rgyBbstMnBCt91U670zLH0TzLs3XNbnU/view?usp=drive_link,https://drive.google.com/file/d/11l2jS8rjbzxj3x01Z1yzc8KL3yjVAhbF/view?usp=drive_link,,,,,,2024
From The Consulates,The Dark Castle,,"Belarus, Russia",2024,,140',Colour,Kirill Kuzin,"Kirill studied at the studio of advertising and cinema of the famous Russian filmmaker Yuri Grymov. Since 1996, he has worked on television, filmed music videos and commercials.","Yuri Alexey, Gleb Shprygov",Gleb Shprygov,Konstantin Esadze,,"Evgeny Shvarts (II), Evgeny Stychkin, Linda Lapins, Alexander Dushechkin, Alexander Abramovich",,,,,,Historical,,,,,,,,,2024
